Benzene,eq_ratio,X,Y,Temperature
0.0,0.8,0,70,1626.82316470588
0.0,0.8,10,70,1457.39634027778
0.0,0.8,15,70,1326.43572280702
0.0,0.8,20,70,1194.02415767196
0.0,0.8,30,70,1020.1303957672
0.0,0.8,40,70,976.520202564103
0.0,0.8,60,70,973.181963636363
0.0,0.8,100,70,972.806041666667
0.0,0.8,0,80,1599.6995042735
0.0,0.8,10,80,1428.58909166667
0.0,0.8,15,80,1318.32347407407
0.0,0.8,20,80,1213.57036666667
0.0,0.8,30,80,1033.32503921569
0.0,0.8,40,80,978.826296875
0.0,0.8,60,80,976.755715238095
0.0,0.8,100,80,976.447763768116
0.0,0.8,0,100,1534.20178782051
0.0,0.8,10,100,1400.35279308176
0.0,0.8,15,100,1314.55016666667
0.0,0.8,20,100,1228.65045846994
0.0,0.8,30,100,1049.11666885246
0.0,0.8,40,100,990.608313953489
0.0,0.8,60,100,983.268591111111
0.0,0.8,100,100,982.704785714286
0.0,0.8,0,150,1410.96193541667
0.0,0.8,10,150,1339.56626842105
0.0,0.8,15,150,1286.44200952381
0.0,0.8,20,150,1226.56002786885
0.0,0.8,30,150,1111.95011547619
0.0,0.8,40,150,1017.34714262295
0.0,0.8,60,150,988.484482051282
0.0,0.8,100,150,986.511253191489
0.0,0.8,0,200,1328.90378888889
0.0,0.8,10,200,1284.30362666667
0.0,0.8,15,200,1256.59085714286
0.0,0.8,20,200,1215.22691006289
0.0,0.8,30,200,1135.08880655738
0.0,0.8,40,200,1052.5579039548
0.0,0.8,60,200,994.393704878049
0.0,0.8,100,200,988.421801149425
0.0,0.8,0,250,1278.07783333333
0.0,0.8,10,250,1242.6452051282
0.0,0.8,15,250,1215.8192
0.0,0.8,20,250,1196.27858222222
0.0,0.8,30,250,1140.5928237037
0.0,0.8,40,250,1077.74703333333
0.0,0.8,60,250,1007.57777407407
0.0,0.8,100,250,992.954233333333
0.0,0.8,0,300,1231.91035555556
0.0,0.8,10,300,1210.40372952381
0.0,0.8,15,300,1196.58065263158
0.0,0.8,20,300,1175.48963333333
0.0,0.8,30,300,1133.86556666667
0.0,0.8,40,300,1094.73106666667
0.0,0.8,60,300,1026.4046
0.0,0.8,100,300,997.547333333333
0.0,0.8,0,400,1174.22785324074
0.0,0.8,10,400,1158.75616666667
0.0,0.8,15,400,1151.91629166667
0.0,0.8,20,400,1140.68592222222
0.0,0.8,30,400,1114.93043333333
0.0,0.8,40,400,1094.0503
0.0,0.8,60,400,1059.68623040936
0.0,0.8,100,400,1006.58677387387
0.0,0.8,0,500,1164.55189562202
0.0,0.8,10,500,1154.81909342957
0.0,0.8,15,500,1150.05596286021
0.0,0.8,20,500,1134.37956380169
0.0,0.8,30,500,1126.80055171526
0.0,0.8,40,500,1112.64987521071
0.0,0.8,60,500,1078.84589093447
0.0,0.8,100,500,1035.80055171526
0.0,0.91,0,70,1617.2201244186
0.0,0.91,10,70,1496.41672407407
0.0,0.91,15,70,1358.93079259259
0.0,0.91,20,70,1232.82399666667
0.0,0.91,30,70,1023.16662929293
0.0,0.91,40,70,994.097236111111
0.0,0.91,60,70,991.023964583334
0.0,0.91,100,70,990.423766666666
0.0,0.91,0,80,1598.04448559671
0.0,0.91,10,80,1478.02274444444
0.0,0.91,15,80,1348.07314637681
0.0,0.91,20,80,1238.47178333333
0.0,0.91,30,80,1049.0423974359
0.0,0.91,40,80,999.956342528735
0.0,0.91,60,80,996.489163333334
0.0,0.91,100,80,995.832005555555
0.0,0.91,0,100,1563.51759166667
0.0,0.91,10,100,1452.15136969697
0.0,0.91,15,100,1339.24253055556
0.0,0.91,20,100,1247.11655263158
0.0,0.91,30,100,1079.49368796296
0.0,0.91,40,100,1008.67636
0.0,0.91,60,100,1001.59570555556
0.0,0.91,100,100,1001.66472727273
0.0,0.91,0,150,1451.13080666667
0.0,0.91,10,150,1374.27234666667
0.0,0.91,15,150,1314.6980962963
0.0,0.91,20,150,1253.6782125
0.0,0.91,30,150,1131.61953333333
0.0,0.91,40,150,1038.68888888889
0.0,0.91,60,150,1007.26258333333
0.0,0.91,100,150,1008.73268666667
0.0,0.91,0,200,1374.32536666667
0.0,0.91,10,200,1324.38375333333
0.0,0.91,15,200,1290.654490625
0.0,0.91,20,200,1244.98255555556
0.0,0.91,30,200,1156.67760448718
0.0,0.91,40,200,1074.29877809524
0.0,0.91,60,200,1012.88083055556
0.0,0.91,100,200,1011.25364166667
0.0,0.91,0,250,1319.52065333333
0.0,0.91,10,250,1283.19332592593
0.0,0.91,15,250,1258.19295
0.0,0.91,20,250,1227.53798666667
0.0,0.91,30,250,1159.58176190476
0.0,0.91,40,250,1098.87170952381
0.0,0.91,60,250,1023.64952222222
0.0,0.91,100,250,1015.44867666667
0.0,0.91,0,300,1280.02352727273
0.0,0.91,10,300,1252.06724615385
0.0,0.91,15,300,1231.37862222222
0.0,0.91,20,300,1210.47036666667
0.0,0.91,30,300,1161.77007346939
0.0,0.91,40,300,1112.68855072464
0.0,0.91,60,300,1040.56020454545
0.0,0.91,100,300,1018.23760666667
0.0,0.91,0,400,1222.06043
0.0,0.91,10,400,1206.86529583333
0.0,0.91,15,400,1194.03338690476
0.0,0.91,20,400,1183.38443888889
0.0,0.91,30,400,1155.16038888889
0.0,0.91,40,400,1123.43514166667
0.0,0.91,60,400,1073.71081833333
0.0,0.91,100,400,1029.68410555556
0.0,0.91,0,500,1181.28909487179
0.0,0.91,10,500,1171.067195
0.0,0.91,15,500,1163.98955333333
0.0,0.91,20,500,1159.71497708333
0.0,0.91,30,500,1141.13852142857
0.0,0.91,40,500,1122.87274615385
0.0,0.91,60,500,1086.33556111111
0.0,0.91,100,500,1042.35832380952
0.0,1.1,0,70,1605.73901851852
0.0,1.1,10,70,1476.72453333333
0.0,1.1,15,70,1368.61084615385
0.0,1.1,20,70,1252.3514875
0.0,1.1,30,70,983.631501123596
0.0,1.1,40,70,934.692010144928
0.0,1.1,60,70,928.948155555555
0.0,1.1,100,70,927.367393333333
0.0,1.1,0,80,1563.86101333333
0.0,1.1,10,80,1456.2621952381
0.0,1.1,15,80,1366.44704583333
0.0,1.1,20,80,1263.95602695035
0.0,1.1,30,80,1024.80935
0.0,1.1,40,80,938.464977419355
0.0,1.1,60,80,930.845712121212
0.0,1.1,100,80,929.196875757576
0.0,1.1,0,100,1515.08581176471
0.0,1.1,10,100,1420.51027916667
0.0,1.1,15,100,1345.36522083333
0.0,1.1,20,100,1275.61985797101
0.0,1.1,30,100,1056.54103333333
0.0,1.1,40,100,951.525564367816
0.0,1.1,60,100,935.371353703704
0.0,1.1,100,100,934.180060416667
0.0,1.1,0,150,1406.19775555556
0.0,1.1,10,150,1353.2672
0.0,1.1,15,150,1306.740875
0.0,1.1,20,150,1256.65736266667
0.0,1.1,30,150,1105.4473
0.0,1.1,40,150,994.288833333334
0.0,1.1,60,150,939.525922988506
0.0,1.1,100,150,936.47805
0.0,1.1,0,200,1325.25883
0.0,1.1,10,200,1291.31303333333
0.0,1.1,15,200,1254.17571904762
0.0,1.1,20,200,1211.57535384615
0.0,1.1,30,200,1121.25056666667
0.0,1.1,40,200,1026.22044210526
0.0,1.1,60,200,947.836999122807
0.0,1.1,100,200,939.282976
0.0,1.1,0,250,1263.72955555556
0.0,1.1,10,250,1237.50708333333
0.0,1.1,15,250,1212.88039487179
0.0,1.1,20,250,1179.20646666667
0.0,1.1,30,250,1128.98584320988
0.0,1.1,40,250,1056.02343989899
0.0,1.1,60,250,968.464530769231
0.0,1.1,100,250,943.440883333333
0.0,1.1,0,300,1220.76295555556
0.0,1.1,10,300,1200.25636296296
0.0,1.1,15,300,1178.65436666667
0.0,1.1,20,300,1161.0481
0.0,1.1,30,300,1129.20476666667
0.0,1.1,40,300,1075.34434285714
0.0,1.1,60,300,993.175275384615
0.0,1.1,100,300,950.729265432099
0.0,1.1,0,400,1152.42578205128
0.0,1.1,10,400,1139.37979259259
0.0,1.1,15,400,1128.3957037037
0.0,1.1,20,400,1116.94802592593
0.0,1.1,30,400,1102.09676666667
0.0,1.1,40,400,1066.86747826087
0.0,1.1,60,400,1028.15054848485
0.0,1.1,100,400,961.800913580247
0.0,1.1,0,500,1111.90224285714
0.0,1.1,10,500,1100.86719444444
0.0,1.1,15,500,1096.18138333333
0.0,1.1,20,500,1087.92085365854
0.0,1.1,30,500,1072.63628181818
0.0,1.1,40,500,1051.75621666667
0.0,1.1,60,500,1015.03639166667
0.0,1.1,100,500,973.029898148148
0.0,1.2,0,70,1550.2832
0.0,1.2,10,70,1437.77671666667
0.0,1.2,15,70,1334.16980392157
0.0,1.2,20,70,1211.33396666667
0.0,1.2,30,70,980.7695625
0.0,1.2,40,70,890.9308
0.0,1.2,60,70,889.029933333333
0.0,1.2,100,70,883.938276190476
0.0,1.2,0,80,1527.472
0.0,1.2,10,80,1428.92203333333
0.0,1.2,15,80,1324.62371666667
0.0,1.2,20,80,1215.9486
0.0,1.2,30,80,988.092
0.0,1.2,40,80,896.291316666667
0.0,1.2,60,80,888.462133333333
0.0,1.2,100,80,901.789333333333
0.0,1.2,0,100,1466.4708
0.0,1.2,10,100,1368.15501111111
0.0,1.2,15,100,1292.42156666667
0.0,1.2,20,100,1197.26841025641
0.0,1.2,30,100,1011.20577777778
0.0,1.2,40,100,911.760035416667
0.0,1.2,60,100,898.210486666666
0.0,1.2,100,100,898.779465079365
0.0,1.2,0,150,1341.91843333333
0.0,1.2,10,150,1287.7761
0.0,1.2,15,150,1228.03550454545
0.0,1.2,20,150,1176.97923333333
0.0,1.2,30,150,1050.98630625
0.0,1.2,40,150,955.85011025641
0.0,1.2,60,150,899.804083333333
0.0,1.2,100,150,895.845391666667
0.0,1.2,0,200,1254.34816666667
0.0,1.2,10,200,1222.39636
0.0,1.2,15,200,1190.593
0.0,1.2,20,200,1152.94017857143
0.0,1.2,30,200,1062.12601111111
0.0,1.2,40,200,986.411795454546
0.0,1.2,60,200,903.923849019608
0.0,1.2,100,200,898.114011904762
0.0,1.2,0,250,1198.3954
0.0,1.2,10,250,1175.86518888889
0.0,1.2,15,250,1147.06273913043
0.0,1.2,20,250,1129.48114285714
0.0,1.2,30,250,1069.84355555556
0.0,1.2,40,250,1014.70355
0.0,1.2,60,250,927.781497777778
0.0,1.2,100,250,903.919877083333
0.0,1.2,0,300,1166.4357
0.0,1.2,10,300,1152.98024137931
0.0,1.2,15,300,1127.06325185185
0.0,1.2,20,300,1101.92865277778
0.0,1.2,30,300,1054.1337
0.0,1.2,40,300,1011.64186666667
0.0,1.2,60,300,941.55235
0.0,1.2,100,300,905.037766666667
0.0,1.2,0,400,1093.31878333333
0.0,1.2,10,400,1080.87795384615
0.0,1.2,15,400,1068.90734047619
0.0,1.2,20,400,1057.95186666667
0.0,1.2,30,400,1038.56633888889
0.0,1.2,40,400,1010.40080769231
0.0,1.2,60,400,960.379566666667
0.0,1.2,100,400,915.758846666667
0.0,1.2,0,500,1055.65615
0.0,1.2,10,500,1045.22376666667
0.0,1.2,15,500,1040.08454814815
0.0,1.2,20,500,1033.89998
0.0,1.2,30,500,1018.16242222222
0.0,1.2,40,500,1005.04070952381
0.0,1.2,60,500,976.221526666667
0.0,1.2,100,500,933.57885
0.0,1.05,0,70,1616.21426666667
0.0,1.05,10,70,1498.77715897436
0.0,1.05,15,70,1374.38953333333
0.0,1.05,20,70,1262.140625
0.0,1.05,30,70,1020.85650909091
0.0,1.05,40,70,972.08943699187
0.0,1.05,60,70,968.996714285714
0.0,1.05,100,70,968.696791666667
0.0,1.05,0,80,1595.3605
0.0,1.05,10,80,1475.12262952687
0.0,1.05,15,80,1370.89526666667
0.0,1.05,20,80,1266.57372352941
0.0,1.05,30,80,1037.35603888889
0.0,1.05,40,80,974.289882222222
0.0,1.05,60,80,968.309831884058
0.0,1.05,100,80,967.457819444444
0.0,1.05,0,100,1544.3728125
0.0,1.05,10,100,1443.83609111111
0.0,1.05,15,100,1358.39448611111
0.0,1.05,20,100,1261.60752291667
0.0,1.05,30,100,1076.38576504065
0.0,1.05,40,100,981.975594444444
0.0,1.05,60,100,970.046566666666
0.0,1.05,100,100,969.681832
0.0,1.05,0,150,1442.69991333333
0.0,1.05,10,150,1381.8326
0.0,1.05,15,150,1325.93132
0.0,1.05,20,150,1260.12659090909
0.0,1.05,30,150,1134.03193033033
0.0,1.05,40,150,1020.42543690476
0.0,1.05,60,150,975.217611458333
0.0,1.05,100,150,974.164421428571
0.0,1.05,0,200,1361.66999607843
0.0,1.05,10,200,1322.51372156863
0.0,1.05,15,200,1292.54776049383
0.0,1.05,20,200,1247.62509710145
0.0,1.05,30,200,1155.61541794872
0.0,1.05,40,200,1061.45140606061
0.0,1.05,60,200,978.957244444444
0.0,1.05,100,200,977.001619047619
0.0,1.05,0,250,1299.82555555556
0.0,1.05,10,250,1271.60677555556
0.0,1.05,15,250,1251.74499007092
0.0,1.05,20,250,1220.6671877551
0.0,1.05,30,250,1150.80954205128
0.0,1.05,40,250,1078.01703787879
0.0,1.05,60,250,994.420744444445
0.0,1.05,100,250,981.8821
0.0,1.05,0,300,1266.28156
0.0,1.05,10,300,1241.58717555556
0.0,1.05,15,300,1223.26786241135
0.0,1.05,20,300,1202.98534666667
0.0,1.05,30,300,1148.34991481481
0.0,1.05,40,300,1101.47705
0.0,1.05,60,300,1014.858025
0.0,1.05,100,300,985.0944
0.0,1.05,0,400,1202.03777368421
0.0,1.05,10,400,1183.28745185185
0.0,1.05,15,400,1176.02655
0.0,1.05,20,400,1161.72198
0.0,1.05,30,400,1132.29248888889
0.0,1.05,40,400,1098.66220588235
0.0,1.05,60,400,1045.99956666667
0.0,1.05,100,400,998.92362
0.0,1.05,0,500,1157.48051212121
0.0,1.05,10,500,1147.55229259259
0.0,1.05,15,500,1142.34142254902
0.0,1.05,20,500,1133.89455740741
0.0,1.05,30,500,1115.70787222222
0.0,1.05,40,500,1095.4578963964
0.0,1.05,60,500,1055.23304166667
0.0,1.05,100,500,1006.43227380952
0.0,1.0,0,70,1645.05596286021
0.0,1.0,10,70,1517.83880384615
0.0,1.0,15,70,1404.78091388889
0.0,1.0,20,70,1262.87702941176
0.0,1.0,30,70,1032.48429032258
0.0,1.0,40,70,990.541612903225
0.0,1.0,60,70,988.282677419355
0.0,1.0,100,70,986.453387096774
0.0,1.0,0,80,1610.67818666667
0.0,1.0,10,80,1501.77895208333
0.0,1.0,15,80,1391.58645208333
0.0,1.0,20,80,1266.5
0.0,1.0,30,80,1044.66666666667
0.0,1.0,40,80,998.7067
0.0,1.0,60,80,994.3969
0.0,1.0,100,80,993.639633333334
0.0,1.0,0,100,1564.66803333333
0.0,1.0,10,100,1475.23663939394
0.0,1.0,15,100,1364.1684
0.0,1.0,20,100,1272.0246
0.0,1.0,30,100,1077.31456666667
0.0,1.0,40,100,1007.3574
0.0,1.0,60,100,997.077066666667
0.0,1.0,100,100,995.729733333333
0.0,1.0,0,150,1470.45413333333
0.0,1.0,10,150,1393.01866666667
0.0,1.0,15,150,1327.59573333333
0.0,1.0,20,150,1276.0907
0.0,1.0,30,150,1158.54206666667
0.0,1.0,40,150,1048.56693333333
0.0,1.0,60,150,1003.3191
0.0,1.0,100,150,1000.3781
0.0,1.0,0,200,1401.80613333333
0.0,1.0,10,200,1345.01806666667
0.0,1.0,15,200,1306.71793333333
0.0,1.0,20,200,1267.04303333333
0.0,1.0,30,200,1181.58993333333
0.0,1.0,40,200,1088.70606666667
0.0,1.0,60,200,1012.70653333333
0.0,1.0,100,200,1003.8669
0.0,1.0,0,250,1352.93276666667
0.0,1.0,10,250,1303.42803333333
0.0,1.0,15,250,1281.37226277372
0.0,1.0,20,250,1248.6252
0.0,1.0,30,250,1176.55189562203
0.0,1.0,40,250,1104.81909342957
0.0,1.0,60,250,1024.4398
0.0,1.0,100,250,1007.6604
0.0,1.0,0,300,1314.67473333333
0.0,1.0,10,300,1284.0272
0.0,1.0,15,300,1262.4046
0.0,1.0,20,300,1240.47226666667
0.0,1.0,30,300,1192.37056666667
0.0,1.0,40,300,1143.98782601232
0.0,1.0,60,300,1062.05176666667
0.0,1.0,100,300,1014.42023333333
0.0,1.0,0,400,1249.5023
0.0,1.0,10,400,1235.75676666667
0.0,1.0,15,400,1228.44173333333
0.0,1.0,20,400,1214.56853333333
0.0,1.0,30,400,1187.70956666667
0.0,1.0,40,400,1156.09906666667
0.0,1.0,60,400,1098.76736666667
0.0,1.0,100,400,1023.77273333333
0.0,1.0,0,500,1207.88776666667
0.0,1.0,10,500,1201.67893333333
0.0,1.0,15,500,1199.52653333333
0.0,1.0,20,500,1191.7561
0.0,1.0,30,500,1174.07286666667
0.0,1.0,40,500,1154.614
0.0,1.0,60,500,1112.29393333333
0.0,1.0,100,500,1043.12483333333
0.5,0.8,0,70,1615.65485842697
0.5,0.8,10,70,1438.09964728682
0.5,0.8,15,70,1307.75248888889
0.5,0.8,20,70,1181.8657617284
0.5,0.8,30,70,994.910119298246
0.5,0.8,40,70,960.37448627451
0.5,0.8,60,70,957.820571875
0.5,0.8,100,70,956.327153846154
0.5,0.8,0,80,1590.571
0.5,0.8,10,80,1426.23628311688
0.5,0.8,15,80,1299.74225757576
0.5,0.8,20,80,1202.3987
0.5,0.8,30,80,1025.15810070922
0.5,0.8,40,80,965.281438095238
0.5,0.8,60,80,958.691612612613
0.5,0.8,100,80,958.356860294118
0.5,0.8,0,100,1509.65343560606
0.5,0.8,10,100,1391.24723055556
0.5,0.8,15,100,1292.48266140351
0.5,0.8,20,100,1210.30449166667
0.5,0.8,30,100,1036.40213333333
0.5,0.8,40,100,968.4212
0.5,0.8,60,100,960.645795833333
0.5,0.8,100,100,959.57854
0.5,0.8,0,150,1415.71412039801
0.5,0.8,10,150,1321.313432
0.5,0.8,15,150,1264.28291238095
0.5,0.8,20,150,1200.90351190476
0.5,0.8,30,150,1084.41670925926
0.5,0.8,40,150,1000.8652
0.5,0.8,60,150,964.803965079365
0.5,0.8,100,150,962.039141666667
0.5,0.8,0,200,1306.73813533333
0.5,0.8,10,200,1262.6031969697
0.5,0.8,15,200,1230.10995606061
0.5,0.8,20,200,1175.50603366501
0.5,0.8,30,200,1088.33968897059
0.5,0.8,40,200,1017.48691111111
0.5,0.8,60,200,969.706769607843
0.5,0.8,100,200,963.965531746031
0.5,0.8,0,250,1252.76381904762
0.5,0.8,10,250,1219.07122170543
0.5,0.8,15,250,1197.08290246914
0.5,0.8,20,250,1165.50308229167
0.5,0.8,30,250,1099.43967025641
0.5,0.8,40,250,1045.66369161677
0.5,0.8,60,250,983.298843220339
0.5,0.8,100,250,967.786003278688
0.5,0.8,0,300,1208.65459126984
0.5,0.8,10,300,1184.92864065041
0.5,0.8,15,300,1171.87882760417
0.5,0.8,20,300,1155.2345304878
0.5,0.8,30,300,1108.0109352381
0.5,0.8,40,300,1059.76066880734
0.5,0.8,60,300,1001.92207062147
0.5,0.8,100,300,973.954804081633
0.5,0.8,0,400,1174.71943333333
0.5,0.8,10,400,1162.9734
0.5,0.8,15,400,1145.50066666667
0.5,0.8,20,400,1130.7606013468
0.5,0.8,30,400,1104.38158860759
0.5,0.8,40,400,1077.85608431372
0.5,0.8,60,400,1028.36660393939
0.5,0.8,100,400,981.728987356322
0.5,0.8,0,500,1140.98782601232
0.5,0.8,10,500,1131.92147108993
0.5,0.8,15,500,1125.76501700512
0.5,0.8,20,500,1118.8697196459
0.5,0.8,30,500,1103.17353877093
0.5,0.8,40,500,1090.93964875088
0.5,0.8,60,500,1064.2563800359
0.5,0.8,100,500,1018.22353641212
0.5,0.91,0,70,1618.17584557823
0.5,0.91,10,70,1478.11202357724
0.5,0.91,15,70,1342.39562083333
0.5,0.91,20,70,1226.78878444444
0.5,0.91,30,70,1026.02755238095
0.5,0.91,40,70,972.565222222222
0.5,0.91,60,70,969.571996666667
0.5,0.91,100,70,968.883783333333
0.5,0.91,0,80,1605.51050752688
0.5,0.91,10,80,1460.80289803922
0.5,0.91,15,80,1331.80150679012
0.5,0.91,20,80,1239.75996666667
0.5,0.91,30,80,1038.08608494624
0.5,0.91,40,80,971.937534848485
0.5,0.91,60,80,970.465503030303
0.5,0.91,100,80,969.779733333333
0.5,0.91,0,100,1574.52056481481
0.5,0.91,10,100,1421.64987521071
0.5,0.91,15,100,1332.66541
0.5,0.91,20,100,1248.81255760114
0.5,0.91,30,100,1069.04350510967
0.5,0.91,40,100,983.166154166667
0.5,0.91,60,100,973.270266666667
0.5,0.91,100,100,974.385004761905
0.5,0.91,0,150,1439.34801190476
0.5,0.91,10,150,1368.38157424242
0.5,0.91,15,150,1312.17329880952
0.5,0.91,20,150,1243.79436984127
0.5,0.91,30,150,1124.53923333333
0.5,0.91,40,150,1030.68448833333
0.5,0.91,60,150,978.405894444445
0.5,0.91,100,150,977.864286111111
0.5,0.91,0,200,1350.43879809524
0.5,0.91,10,200,1314.664
0.5,0.91,15,200,1279.13321041667
0.5,0.91,20,200,1231.17052033898
0.5,0.91,30,200,1141.51532
0.5,0.91,40,200,1071.53531034483
0.5,0.91,60,200,987.312192424242
0.5,0.91,100,200,981.991323655914
0.5,0.91,0,250,1298.15332380952
0.5,0.91,10,250,1275.17664848485
0.5,0.91,15,250,1253.18446666667
0.5,0.91,20,250,1221.98954888889
0.5,0.91,30,250,1146.64208518519
0.5,0.91,40,250,1075.47020175439
0.5,0.91,60,250,1001.37098484849
0.5,0.91,100,250,986.840555555555
0.5,0.91,0,300,1243.91384761905
0.5,0.91,10,300,1230.90297708333
0.5,0.91,15,300,1210.2068025641
0.5,0.91,20,300,1183.9963968254
0.5,0.91,30,300,1129.98442222222
0.5,0.91,40,300,1093.19122619048
0.5,0.91,60,300,1014.52008205128
0.5,0.91,100,300,989.472237037037
0.5,0.91,0,400,1191.74527179487
0.5,0.91,10,400,1180.11128461538
0.5,0.91,15,400,1169.18318627451
0.5,0.91,20,400,1147.97552666667
0.5,0.91,30,400,1125.08782857143
0.5,0.91,40,400,1092.71122694064
0.5,0.91,60,400,1043.35142941176
0.5,0.91,100,400,1001.40633939394
0.5,0.91,0,500,1143.40033589744
0.5,0.91,10,500,1130.50621491228
0.5,0.91,15,500,1120.65811111111
0.5,0.91,20,500,1114.74031481481
0.5,0.91,30,500,1097.72547727273
0.5,0.91,40,500,1081.14807555556
0.5,0.91,60,500,1046.22415724638
0.5,0.91,100,500,1008.04397916667
0.5,1.1,0,70,1585.97569583333
0.5,1.1,10,70,1464.84348109635
0.5,1.1,15,70,1355.10730798709
0.5,1.1,20,70,1247.96051004077
0.5,1.1,30,70,998.544884057971
0.5,1.1,40,70,947.265209803921
0.5,1.1,60,70,943.334955555555
0.5,1.1,100,70,941.371314035088
0.5,1.1,0,80,1561.7498625
0.5,1.1,10,80,1448.00962370969
0.5,1.1,15,80,1351.17353877093
0.5,1.1,20,80,1256.36274874318
0.5,1.1,30,80,1010.18566095238
0.5,1.1,40,80,950.062993859649
0.5,1.1,60,80,941.961874509804
0.5,1.1,100,80,941.834827777778
0.5,1.1,0,100,1512.773255
0.5,1.1,10,100,1422.83681717172
0.5,1.1,15,100,1336.73726041667
0.5,1.1,20,100,1244.501
0.5,1.1,30,100,1054.046088
0.5,1.1,40,100,965.036244444444
0.5,1.1,60,100,947.676154761905
0.5,1.1,100,100,946.166106862745
0.5,1.1,0,150,1405.0315037037
0.5,1.1,10,150,1350.94982916667
0.5,1.1,15,150,1298.18707777778
0.5,1.1,20,150,1234.3188875
0.5,1.1,30,150,1110.74265045045
0.5,1.1,40,150,996.160578703704
0.5,1.1,60,150,949.150664864864
0.5,1.1,100,150,935.8904375
0.5,1.1,0,200,1331.53672222222
0.5,1.1,10,200,1293.90016666667
0.5,1.1,15,200,1259.00368095238
0.5,1.1,20,200,1217.8829
0.5,1.1,30,200,1130.90007222222
0.5,1.1,40,200,1034.40869846154
0.5,1.1,60,200,953.220650724638
0.5,1.1,100,200,945.105726388889
0.5,1.1,0,250,1277.43856458333
0.5,1.1,10,250,1250.05271904762
