Benzene,eq_ratio,X,Y,Temperature
0.5,1.1,15,250,1225.72585333333
0.5,1.1,20,250,1198.52366666667
0.5,1.1,30,250,1136.28995952381
0.5,1.1,40,250,1062.08645402299
0.5,1.1,60,250,971.413144444445
0.5,1.1,100,250,949.629661375661
0.5,1.1,0,300,1229.89344814815
0.5,1.1,10,300,1212.66161111111
0.5,1.1,15,300,1195.39225238095
0.5,1.1,20,300,1174.44910833333
0.5,1.1,30,300,1141.19021733333
0.5,1.1,40,300,1082.97636078431
0.5,1.1,60,300,997.399844444444
0.5,1.1,100,300,955.475843589743
0.5,1.1,0,400,1167.53399285714
0.5,1.1,10,400,1153.54276
0.5,1.1,15,400,1145.0127037037
0.5,1.1,20,400,1134.78808484848
0.5,1.1,30,400,1106.60501904762
0.5,1.1,40,400,1078.68210416667
0.5,1.1,60,400,1032.716455
0.5,1.1,100,400,968.996336190476
0.5,1.1,0,500,1122.66266666667
0.5,1.1,10,500,1116.05490333333
0.5,1.1,15,500,1110.48591428571
0.5,1.1,20,500,1103.24987575758
0.5,1.1,30,500,1086.11514285714
0.5,1.1,40,500,1071.91372592593
0.5,1.1,60,500,1034.32989259259
0.5,1.1,100,500,990.795138461539
0.5,1.2,0,70,1524.09466666667
0.5,1.2,10,70,1417.884346875
0.5,1.2,15,70,1320.78873333333
0.5,1.2,20,70,1209.03861428571
0.5,1.2,30,70,978.499841666667
0.5,1.2,40,70,898.553703333333
0.5,1.2,60,70,890.832673333333
0.5,1.2,100,70,888.686908333333
0.5,1.2,0,80,1494.30157948718
0.5,1.2,10,80,1385.74436
0.5,1.2,15,80,1302.5462462963
0.5,1.2,20,80,1192.7895125
0.5,1.2,30,80,983.944333333333
0.5,1.2,40,80,899.363152380952
0.5,1.2,60,80,892.478726666667
0.5,1.2,100,80,888.686908333333
0.5,1.2,0,100,1450.28961666667
0.5,1.2,10,100,1350.44889666667
0.5,1.2,15,100,1276.7792
0.5,1.2,20,100,1193.26815757576
0.5,1.2,30,100,1013.18929753086
0.5,1.2,40,100,917.655427777778
0.5,1.2,60,100,900.753127777778
0.5,1.2,100,100,896.588146666667
0.5,1.2,0,150,1342.91331666667
0.5,1.2,10,150,1270.10547291667
0.5,1.2,15,150,1215.24791190476
0.5,1.2,20,150,1163.89073978243
0.5,1.2,30,150,1044.82016638407
0.5,1.2,40,150,947.471533333333
0.5,1.2,60,150,903.4417
0.5,1.2,100,150,899.266888888889
0.5,1.2,0,200,1259.29701515152
0.5,1.2,10,200,1226.51881944444
0.5,1.2,15,200,1186.35676666667
0.5,1.2,20,200,1147.47438888889
0.5,1.2,30,200,1061.51971666667
0.5,1.2,40,200,996.955104166667
0.5,1.2,60,200,919.293596969697
0.5,1.2,100,200,908.6639375
0.5,1.2,0,250,1199.55196666667
0.5,1.2,10,250,1167.16466666667
0.5,1.2,15,250,1145.96495238095
0.5,1.2,20,250,1121.4563
0.5,1.2,30,250,1061.52190555556
0.5,1.2,40,250,1001.06817435897
0.5,1.2,60,250,926.425118518519
0.5,1.2,100,250,909.893016666667
0.5,1.2,0,300,1159.732
0.5,1.2,10,300,1144.85843333333
0.5,1.2,15,300,1125.75954166667
0.5,1.2,20,300,1106.0334
0.5,1.2,30,300,1062.21761666667
0.5,1.2,40,300,1019.2899
0.5,1.2,60,300,954.140683333333
0.5,1.2,100,300,921.092324444444
0.5,1.2,0,400,1102.95986666667
0.5,1.2,10,400,1091.42660714286
0.5,1.2,15,400,1085.25555238095
0.5,1.2,20,400,1073.41663333333
0.5,1.2,30,400,1049.76197222222
0.5,1.2,40,400,1017.03613333333
0.5,1.2,60,400,965.283638095238
0.5,1.2,100,400,923.9432875
0.5,1.2,0,500,1070.22252352941
0.5,1.2,10,500,1061.69141333333
0.5,1.2,15,500,1053.62053333333
0.5,1.2,20,500,1050.44295333333
0.5,1.2,30,500,1035.86318333333
0.5,1.2,40,500,1019.92472222222
0.5,1.2,60,500,995.102687179487
0.5,1.2,100,500,944.41319047619
0.5,1.05,0,70,1612.05266010101
0.5,1.05,10,70,1484.384498
0.5,1.05,15,70,1359.84589093447
0.5,1.05,20,70,1232.06474716981
0.5,1.05,30,70,1015.27377666667
0.5,1.05,40,70,972.865966666667
0.5,1.05,60,70,969.887666666667
0.5,1.05,100,70,969.501411111111
0.5,1.05,0,80,1589.020095
0.5,1.05,10,80,1472.24224375
0.5,1.05,15,80,1351.94414537037
0.5,1.05,20,80,1242.66269702381
0.5,1.05,30,80,1027.75463854167
0.5,1.05,40,80,977.969761764706
0.5,1.05,60,80,974.810918518519
0.5,1.05,100,80,974.192738576779
0.5,1.05,0,100,1544.49427738095
0.5,1.05,10,100,1435.94496666667
0.5,1.05,15,100,1343.1897372549
0.5,1.05,20,100,1247.55146047009
0.5,1.05,30,100,1059.9366082774
0.5,1.05,40,100,985.071457017544
0.5,1.05,60,100,976.158578205128
0.5,1.05,100,100,976.038788888889
0.5,1.05,0,150,1437.10505185185
0.5,1.05,10,150,1378.16079259259
0.5,1.05,15,150,1318.859375
0.5,1.05,20,150,1242.46715897436
0.5,1.05,30,150,1125.82746153846
0.5,1.05,40,150,1019.94115185185
0.5,1.05,60,150,982.648693333333
0.5,1.05,100,150,982.335196153846
0.5,1.05,0,200,1359.857075
0.5,1.05,10,200,1322.30298823529
0.5,1.05,15,200,1281.44975988701
0.5,1.05,20,200,1238.48074141414
0.5,1.05,30,200,1145.49406266667
0.5,1.05,40,200,1055.82564774775
0.5,1.05,60,200,986.796246153846
0.5,1.05,100,200,984.258854545454
0.5,1.05,0,250,1301.72811372549
0.5,1.05,10,250,1273.31953333333
0.5,1.05,15,250,1252.30861172839
0.5,1.05,20,250,1218.50267745098
0.5,1.05,30,250,1156.28209333333
0.5,1.05,40,250,1081.83456923077
0.5,1.05,60,250,1004.04047241379
0.5,1.05,100,250,991.04965
0.5,1.05,0,300,1252.05597272727
0.5,1.05,10,300,1239.77011
0.5,1.05,15,300,1218.68595178571
0.5,1.05,20,300,1198.6157456621
0.5,1.05,30,300,1144.53169245283
0.5,1.05,40,300,1091.00836
0.5,1.05,60,300,1017.39913978495
0.5,1.05,100,300,993.515391803279
0.5,1.05,0,400,1212.69268958333
0.5,1.05,10,400,1193.70554777778
0.5,1.05,15,400,1183.33315673759
0.5,1.05,20,400,1169.44531809524
0.5,1.05,30,400,1136.63743157895
0.5,1.05,40,400,1105.22694313725
0.5,1.05,60,400,1052.36105679012
0.5,1.05,100,400,1003.32454320988
0.5,1.05,0,500,1165.53201814346
0.5,1.05,10,500,1154.43195113636
0.5,1.05,15,500,1148.31953963964
0.5,1.05,20,500,1140.93554513889
0.5,1.05,30,500,1124.84334680851
0.5,1.05,40,500,1102.19316553672
0.5,1.05,60,500,1064.69230425532
0.5,1.05,100,500,1014.59775591398
0.5,1.0,0,70,1626.20331666667
0.5,1.0,10,70,1500.81068924731
0.5,1.0,15,70,1372.03331515152
0.5,1.0,20,70,1234.96666666667
0.5,1.0,30,70,1015.66666666667
0.5,1.0,40,70,986.246566666667
0.5,1.0,60,70,983.5113
0.5,1.0,100,70,983.4792
0.5,1.0,0,80,1597.83420098039
0.5,1.0,10,80,1484.02822592593
0.5,1.0,15,80,1367.40966666667
0.5,1.0,20,80,1254.1477
0.5,1.0,30,80,1020.3597
0.5,1.0,40,80,988.089033333334
0.5,1.0,60,80,984.8894
0.5,1.0,100,80,983.538733333334
0.5,1.0,0,100,1563.03333333333
0.5,1.0,10,100,1439.6
0.5,1.0,15,100,1363.7306
0.5,1.0,20,100,1256.96666666667
0.5,1.0,30,100,1068.6
0.5,1.0,40,100,994.200766666667
0.5,1.0,60,100,985.165833333333
0.5,1.0,100,100,983.811533333333
0.5,1.0,0,150,1472.74256666667
0.5,1.0,10,150,1363.89213333333
0.5,1.0,15,150,1316.12670776399
0.5,1.0,20,150,1232.22623333333
0.5,1.0,30,150,1120.19966666667
0.5,1.0,40,150,1026.3603
0.5,1.0,60,150,989.327966666666
0.5,1.0,100,150,987.467733333333
0.5,1.0,0,200,1390.3868
0.5,1.0,10,200,1322.445
0.5,1.0,15,200,1288.8783300198
0.5,1.0,20,200,1231.13533333333
0.5,1.0,30,200,1146.4007
0.5,1.0,40,200,1064.11043333333
0.5,1.0,60,200,999.845766666667
0.5,1.0,100,200,993.696033333333
0.5,1.0,0,250,1337.91763333333
0.5,1.0,10,250,1284.80156666667
0.5,1.0,15,250,1262.68936666667
0.5,1.0,20,250,1228.30016666667
0.5,1.0,30,250,1167.16836666667
0.5,1.0,40,250,1097.89296666667
0.5,1.0,60,250,1021.26023333333
0.5,1.0,100,250,999.289433333333
0.5,1.0,0,300,1297.7235
0.5,1.0,10,300,1258.53156666667
0.5,1.0,15,300,1241.32496666667
0.5,1.0,20,300,1217.9098
0.5,1.0,30,300,1168.22726666667
0.5,1.0,40,300,1120.4004
0.5,1.0,60,300,1044.81636666667
0.5,1.0,100,300,1002.6201
0.5,1.0,0,400,1238.95713333333
0.5,1.0,10,400,1224.6416
0.5,1.0,15,400,1212.63733333333
0.5,1.0,20,400,1201.44716666667
0.5,1.0,30,400,1171.42276666667
0.5,1.0,40,400,1139.42613333333
0.5,1.0,60,400,1081.15723333333
0.5,1.0,100,400,1011.61633333333
0.5,1.0,0,500,1190.01126666667
0.5,1.0,10,500,1186.50293333333
0.5,1.0,15,500,1183.47873333333
0.5,1.0,20,500,1176.0255
0.5,1.0,30,500,1159.9331
0.5,1.0,40,500,1139.5797
0.5,1.0,60,500,1099.0465
0.5,1.0,100,500,1029.1013
1.12,0.8,0,70,1647.8046212963
1.12,0.8,10,70,1461.91650833333
1.12,0.8,15,70,1326.53979871795
1.12,0.8,20,70,1197.55189562203
1.12,0.8,30,70,1019.43706666667
1.12,0.8,40,70,979.325332716049
1.12,0.8,60,70,975.959436923077
1.12,0.8,100,70,974.987928888889
1.12,0.8,0,80,1614.41656148148
1.12,0.8,10,80,1435.11527722222
1.12,0.8,15,80,1336.39244081633
1.12,0.8,20,80,1205.9735708228
1.12,0.8,30,80,1038.18512222222
1.12,0.8,40,80,981.595354166666
1.12,0.8,60,80,976.924766666667
1.12,0.8,100,80,976.000703703704
1.12,0.8,0,100,1552.206552
1.12,0.8,10,100,1422.03863333333
1.12,0.8,15,100,1325.14488444444
1.12,0.8,20,100,1215.6714
1.12,0.8,30,100,1064.96513333333
1.12,0.8,40,100,986.895372727273
1.12,0.8,60,100,981.371405185185
1.12,0.8,100,100,979.059705633803
1.12,0.8,0,150,1416.31048469945
1.12,0.8,10,150,1342.55250437158
1.12,0.8,15,150,1293.90968907104
1.12,0.8,20,150,1221.39635923077
1.12,0.8,30,150,1091.78902642643
1.12,0.8,40,150,1012.38981794872
1.12,0.8,60,150,979.565952777778
1.12,0.8,100,150,984.921471089929
1.12,0.8,0,200,1334.63227719298
1.12,0.8,10,200,1287.14784133333
1.12,0.8,15,200,1258.34734972678
1.12,0.8,20,200,1210.16512432432
1.12,0.8,30,200,1103.94892113821
1.12,0.8,40,200,1052.04623046835
1.12,0.8,60,200,994.800551715261
1.12,0.8,100,200,984.987826012325
1.12,0.8,0,250,1276.39119953704
1.12,0.8,10,250,1247.78882888889
1.12,0.8,15,250,1220.55474444444
1.12,0.8,20,250,1193.10309285714
1.12,0.8,30,250,1114.49924
1.12,0.8,40,250,1065.64987521071
1.12,0.8,60,250,1008.04350510967
1.12,0.8,100,250,975.877345833333
1.12,0.8,0,300,1230.96577272727
1.12,0.8,10,300,1209.96092046784
1.12,0.8,15,300,1195.60887704918
1.12,0.8,20,300,1178.74011078431
1.12,0.8,30,300,1131.79604197531
1.12,0.8,40,300,1085.60223907104
1.12,0.8,60,300,1023.90021388889
1.12,0.8,100,300,994.529968333333
1.12,0.8,0,400,1172.83544098361
1.12,0.8,10,400,1162.6170552381
1.12,0.8,15,400,1151.20023129252
1.12,0.8,20,400,1140.86856900585
1.12,0.8,30,400,1115.45088888889
1.12,0.8,40,400,1088.7434673913
1.12,0.8,60,400,1053.73453589744
1.12,0.8,100,400,1005.01412280702
1.12,0.8,0,500,1166.08006295587
1.12,0.8,10,500,1156.84348109635
1.12,0.8,15,500,1150.10171131512
1.12,0.8,20,500,1144.81733517836
1.12,0.8,30,500,1127.59469671061
1.12,0.8,40,500,1110.82016638407
1.12,0.8,60,500,1068.59733073593
1.12,0.8,100,500,1017.83367311828
1.12,0.91,0,70,1635.42418395062
1.12,0.91,10,70,1521.73022291667
1.12,0.91,15,70,1364.58782307692
1.12,0.91,20,70,1255.01309195402
1.12,0.91,30,70,1048.06946060606
1.12,0.91,40,70,991.835522222222
1.12,0.91,60,70,986.174239393939
1.12,0.91,100,70,984.832388461539
1.12,0.91,0,80,1629.19730740741
1.12,0.91,10,80,1513.7548254386
1.12,0.91,15,80,1359.76501700512
1.12,0.91,20,80,1262.77167555556
1.12,0.91,30,80,1059.00962370969
1.12,0.91,40,80,992.465371428571
1.12,0.91,60,80,988.61127037037
1.12,0.91,100,80,987.14356
1.12,0.91,0,100,1572.53316666667
1.12,0.91,10,100,1460.55480940171
1.12,0.91,15,100,1339.3642372549
1.12,0.91,20,100,1261.14168974359
1.12,0.91,30,100,1078.04814561404
1.12,0.91,40,100,1003.11242575758
1.12,0.91,60,100,993.625033333333
1.12,0.91,100,100,993.314616666667
1.12,0.91,0,150,1463.58631944444
1.12,0.91,10,150,1376.71496944444
1.12,0.91,15,150,1328.99950857143
1.12,0.91,20,150,1260.46156111111
1.12,0.91,30,150,1133.8133
1.12,0.91,40,150,1040.4022375
1.12,0.91,60,150,997.614340740741
1.12,0.91,100,150,997.355416216217
1.12,0.91,0,200,1379.18869722222
1.12,0.91,10,200,1331.79018333333
1.12,0.91,15,200,1292.77275679012
1.12,0.91,20,200,1251.83443333333
1.12,0.91,30,200,1159.7297452381
1.12,0.91,40,200,1078.33365733333
1.12,0.91,60,200,1008.63268870968
1.12,0.91,100,200,1004.84774814815
1.12,0.91,0,250,1323.55447816092
1.12,0.91,10,250,1289.73604199134
1.12,0.91,15,250,1266.98515172414
1.12,0.91,20,250,1232.61456444444
1.12,0.91,30,250,1165.45337435897
1.12,0.91,40,250,1098.80570467836
1.12,0.91,60,250,1021.47958148148
1.12,0.91,100,250,1009.16675833333
1.12,0.91,0,300,1278.87575138889
1.12,0.91,10,300,1256.43885714286
1.12,0.91,15,300,1233.07771212121
1.12,0.91,20,300,1211.58684333333
1.12,0.91,30,300,1163.33066666667
1.12,0.91,40,300,1113.11751944444
1.12,0.91,60,300,1041.55374117647
1.12,0.91,100,300,1014.17073611111
1.12,0.91,0,400,1214.19651666667
1.12,0.91,10,400,1198.92639003831
1.12,0.91,15,400,1187.10113111111
1.12,0.91,20,400,1174.49310444444
1.12,0.91,30,400,1144.81062933333
1.12,0.91,40,400,1115.59909166667
1.12,0.91,60,400,1062.77705384615
1.12,0.91,100,400,1020.48009487179
1.12,0.91,0,500,1171.99338292683
1.12,0.91,10,500,1161.35290686275
1.12,0.91,15,500,1153.04267777778
1.12,0.91,20,500,1145.92977278912
1.12,0.91,30,500,1129.39823272727
1.12,0.91,40,500,1107.57885306122
1.12,0.91,60,500,1072.60773333333
1.12,0.91,100,500,1033.77928333333
1.12,1.1,0,70,1582.14748271605
1.12,1.1,10,70,1467.58055333333
1.12,1.1,15,70,1348.89656210054
1.12,1.1,20,70,1253.92147108993
1.12,1.1,30,70,993.084065277778
1.12,1.1,40,70,939.016934640523
1.12,1.1,60,70,934.549551111111
1.12,1.1,100,70,933.055217948718
1.12,1.1,0,80,1560.57005555556
1.12,1.1,10,80,1448.10171131512
1.12,1.1,15,80,1345.81733517836
1.12,1.1,20,80,1244.45274509804
1.12,1.1,30,80,1017.41994705882
1.12,1.1,40,80,943.059083006536
1.12,1.1,60,80,936.053935897436
1.12,1.1,100,80,935.260621505376
1.12,1.1,0,100,1509.09284583333
1.12,1.1,10,100,1433.05717333333
1.12,1.1,15,100,1344.43827916667
1.12,1.1,20,100,1250.44115238095
1.12,1.1,30,100,1051.12145364583
1.12,1.1,40,100,955.114072580645
1.12,1.1,60,100,938.504876190476
1.12,1.1,100,100,937.330792810458
1.12,1.1,0,150,1408.3159625
1.12,1.1,10,150,1356.68402222222
1.12,1.1,15,150,1306.46576666667
1.12,1.1,20,150,1241.05939047619
1.12,1.1,30,150,1115.59158181818
1.12,1.1,40,150,997.805505357143
1.12,1.1,60,150,944.427415384615
1.12,1.1,100,150,942.490725203252
1.12,1.1,0,200,1325.53786036036
1.12,1.1,10,200,1291.75526666667
1.12,1.1,15,200,1259.77914666667
1.12,1.1,20,200,1215.22353641212
1.12,1.1,30,200,1127.2563800359
1.12,1.1,40,200,1045.02285555556
1.12,1.1,60,200,950.954873118279
1.12,1.1,100,200,941.745243274854
1.12,1.1,0,250,1261.46910666667
1.12,1.1,10,250,1242.6238
1.12,1.1,15,250,1220.00752083333
1.12,1.1,20,250,1188.42977142857
1.12,1.1,30,250,1119.05141388889
1.12,1.1,40,250,1063.311775
1.12,1.1,60,250,969.735061728395
1.12,1.1,100,250,946.826361568627
1.12,1.1,0,300,1220.92896190476
1.12,1.1,10,300,1203.41297777778
1.12,1.1,15,300,1183.93288571429
1.12,1.1,20,300,1160.14371111111
1.12,1.1,30,300,1121.77394814815
1.12,1.1,40,300,1079.19289593496
1.12,1.1,60,300,995.512955555555
1.12,1.1,100,300,953.653812935324
1.12,1.1,0,400,1160.21343333333
1.12,1.1,10,400,1146.13251111111
1.12,1.1,15,400,1134.83413333333
1.12,1.1,20,400,1124.9789984127
1.12,1.1,30,400,1096.65895
1.12,1.1,40,400,1069.91898888889
1.12,1.1,60,400,1031.09006845878
1.12,1.1,100,400,964.242903030303
1.12,1.1,0,500,1113.25117037037
1.12,1.1,10,500,1107.19735238095
1.12,1.1,15,500,1101.26687777778
1.12,1.1,20,500,1095.67338333333
1.12,1.1,30,500,1079.56069444444
1.12,1.1,40,500,1061.06821666667
1.12,1.1,60,500,1033.4503
1.12,1.1,100,500,982.496766666666
1.12,1.2,0,70,1513.65226666667
1.12,1.2,10,70,1398.26381594203
1.12,1.2,15,70,1290.80350740741
1.12,1.2,20,70,1187.50163333333
1.12,1.2,30,70,965.960835740161
1.12,1.2,40,70,894.231721457347
1.12,1.2,60,70,893.82044
1.12,1.2,100,70,887.5031
1.12,1.2,0,80,1483.88991666667
1.12,1.2,10,80,1334.08399259259
1.12,1.2,15,80,1250.22342344788
1.12,1.2,20,80,1161.06202938568
1.12,1.2,30,80,963.2792
1.12,1.2,40,80,896.276306666667
1.12,1.2,60,80,899.145080717606
1.12,1.2,100,80,888.305883333333
1.12,1.2,0,100,1414.12833636364
1.12,1.2,10,100,1311.09524666667
1.12,1.2,15,100,1234.43456060606
1.12,1.2,20,100,1153.53166666667
1.12,1.2,30,100,1002.95910833333
1.12,1.2,40,100,907.254145843792
1.12,1.2,60,100,898.2951
1.12,1.2,100,100,892.718038888889
1.12,1.2,0,150,1316.02118333333
1.12,1.2,10,150,1237.19676296296
1.12,1.2,15,150,1186.49148571429
1.12,1.2,20,150,1131.10702098765
1.12,1.2,30,150,1022.28150023736
1.12,1.2,40,150,937.007093333333
1.12,1.2,60,150,896.107361832841
1.12,1.2,100,150,894.313071428571
1.12,1.2,0,200,1239.48481666667
1.12,1.2,10,200,1194.24838571429
1.12,1.2,15,200,1160.61374074074
1.12,1.2,20,200,1122.0194969697
1.12,1.2,30,200,1047.14861904762
1.12,1.2,40,200,976.246666666667
1.12,1.2,60,200,918.661647619048
1.12,1.2,100,200,902.7255
1.12,1.2,0,250,1183.4342
1.12,1.2,10,250,1150.24162380952
1.12,1.2,15,250,1124.06898333333
1.12,1.2,20,250,1096.42367037037
1.12,1.2,30,250,1038.68856666667
1.12,1.2,40,250,984.693125686902
1.12,1.2,60,250,926.114945469861
1.12,1.2,100,250,909.693125686902
1.12,1.2,0,300,1143.66243333333
1.12,1.2,10,300,1123.82666666667
1.12,1.2,15,300,1106.9176125
1.12,1.2,20,300,1088.52943333333
1.12,1.2,30,300,1048.36136111111
1.12,1.2,40,300,1006.73182222222
1.12,1.2,60,300,951.755555555556
1.12,1.2,100,300,916.406061111111
1.12,1.2,0,400,1084.49108333333
1.12,1.2,10,400,1072.63905925926
1.12,1.2,15,400,1059.9489625
1.12,1.2,20,400,1052.50906666667
1.12,1.2,30,400,1024.94019090909
1.12,1.2,40,400,1001.0228962963
1.12,1.2,60,400,953.661444444444
1.12,1.2,100,400,915.390673333333
1.12,1.2,0,500,1050.96415
1.12,1.2,10,500,1041.99376666667
1.12,1.2,15,500,1034.65395555556
1.12,1.2,20,500,1029.16648333333
1.12,1.2,30,500,1015.47851666667
1.12,1.2,40,500,999.431622222222
1.12,1.2,60,500,972.739508333333
1.12,1.2,100,500,927.81605
1.12,1.05,0,70,1618.46314583333
1.12,1.05,10,70,1498.24321052632
1.12,1.05,15,70,1374.56346410256
1.12,1.05,20,70,1260.4686047619
1.12,1.05,30,70,1036.00928333333
1.12,1.05,40,70,976.712738888889
1.12,1.05,60,70,973.547634920635
1.12,1.05,100,70,973.021911111111
1.12,1.05,0,80,1599.58284666667
1.12,1.05,10,80,1477.34699019608
1.12,1.05,15,80,1374.08014583333
1.12,1.05,20,80,1261.30916481481
1.12,1.05,30,80,1043.97449347826
1.12,1.05,40,80,978.873167543859
1.12,1.05,60,80,973.658745333333
1.12,1.05,100,80,972.59236
1.12,1.05,0,100,1550.46138113207
1.12,1.05,10,100,1462.081794
1.12,1.05,15,100,1367.714475
1.12,1.05,20,100,1261.64604102564
1.12,1.05,30,100,1072.29548571429
1.12,1.05,40,100,984.451721666667
1.12,1.05,60,100,974.068870833334
1.12,1.05,100,100,974.009883333333
1.12,1.05,0,150,1445.20750757576
1.12,1.05,10,150,1387.17403333333
1.12,1.05,15,150,1325.76792916667
1.12,1.05,20,150,1263.79821360544
1.12,1.05,30,150,1130.77598190476
1.12,1.05,40,150,1019.90572395833
1.12,1.05,60,150,978.462942857143
1.12,1.05,100,150,978.932253333334
1.12,1.05,0,200,1362.17460833333
1.12,1.05,10,200,1330.56918333333
1.12,1.05,15,200,1294.97498888889
1.12,1.05,20,200,1253.48660083333
1.12,1.05,30,200,1158.84521666667
1.12,1.05,40,200,1064.28334045802
1.12,1.05,60,200,984.518012698412
1.12,1.05,100,200,981.230176923077
1.12,1.05,0,250,1301.28717179487
1.12,1.05,10,250,1275.14451666667
1.12,1.05,15,250,1251.77047906977
1.12,1.05,20,250,1223.03114184397
1.12,1.05,30,250,1153.99484761905
1.12,1.05,40,250,1087.45969259259
1.12,1.05,60,250,1001.09099677419
1.12,1.05,100,250,986.28295
1.12,1.05,0,300,1252.51175666667
1.12,1.05,10,300,1234.79477708333
1.12,1.05,15,300,1217.57871481481
1.12,1.05,20,300,1195.15671466667
1.12,1.05,30,300,1144.93441176471
1.12,1.05,40,300,1093.99738181818
1.12,1.05,60,300,1014.08963431373
1.12,1.05,100,300,988.954391666667
1.12,1.05,0,400,1208.63120666667
1.12,1.05,10,400,1187.90315862069
1.12,1.05,15,400,1176.25084716981
1.12,1.05,20,400,1160.7790981982
1.12,1.05,30,400,1130.62736078431
1.12,1.05,40,400,1100.22010617284
1.12,1.05,60,400,1044.18932040816
1.12,1.05,100,400,997.279618918918
1.12,1.05,0,500,1159.9115957265
1.12,1.05,10,500,1149.33474444444
1.12,1.05,15,500,1142.8693
1.12,1.05,20,500,1134.08991111111
1.12,1.05,30,500,1114.13977407407
1.12,1.05,40,500,1095.78095066667
